Tempat Kejadian,Jenis Kekerasan,Banyak Kekerasan yang dialami,Banyak Korban Kekerasan,Usia Korban,Hubungan Pelaku dengan Korban,Mitigasi Resiko
lainnya,penelantaran,1,1,anak-anak,orang-tua,2
fasilitas-umum,seksual,1,1,dewasa,pacar/teman,2
rumah-tangga,psikis,1,1,balita,orang-tua,2
rumah-tangga,seksual,1,1,dewasa,pacar/teman,3
sekolah,psikis,1,1,remaja,guru,1
rumah-tangga,psikis,1,1,dewasa,pacar/teman,1
lainnya,traficking,1,2,anak-anak,lainnya,3
rumah-tangga,fisik,1,1,anak-anak,orang-tua,3
rumah-tangga,seksual,1,1,balita,lainnya,3
rumah-tangga,fisik,1,1,remaja,orang-tua,3
lainnya,fisik,1,1,remaja,lainnya,1
fasilitas-umum,seksual,1,1,remaja,lainnya,3
rumah-tangga,psikis,1,1,dewasa,suami/istri,1
rumah-tangga,fisik,1,1,dewasa,tetangga,2
tempat-kerja,lainnya,1,2,dewasa,lainnya,1
rumah-tangga,fisik,1,1,balita,orang-tua,3
fasilitas-umum,fisik,1,1,lansia,lainnya,2
rumah-tangga,seksual,1,1,dewasa,suami/istri,1
lainnya,seksual,1,1,remaja,pacar/teman,3
rumah-tangga,fisik,1,1,remaja,orang-tua,3
fasilitas-umum,seksual,2,1,dewasa,lainnya,3
rumah-tangga,seksual,1,1,remaja,orang-tua,3
rumah-tangga,fisik,1,1,dewasa,majikan,3
rumah-tangga,fisik,1,1,dewasa,orang-tua,2
rumah-tangga,fisik,1,1,dewasa,suami/istri,3
rumah-tangga,psikis,1,1,balita,lainnya,2
rumah-tangga,fisik,1,1,remaja,lainnya,3
rumah-tangga,fisik,1,1,anak-anak,orang-tua,3
rumah-tangga,seksual,1,1,anak-anak,orang-tua,3
rumah-tangga,fisik,1,1,remaja,keluarga/saudara,3
rumah-tangga,seksual,1,1,remaja,orang-tua,3
lainnya,penelantaran,1,1,anak-anak,orang-tua,2
rumah-tangga,fisik,1,1,dewasa,majikan,3
lainnya,penelantaran,1,1,anak-anak,orang-tua,2
rumah-tangga,psikis,1,1,dewasa,suami/istri,1
lainnya,lainnya,1,1,dewasa,suami/istri,1
rumah-tangga,lainnya,1,2,anak-anak,orang-tua,1
fasilitas-umum,psikis,1,1,dewasa,suami/istri,1
rumah-tangga,seksual,1,1,dewasa,suami/istri,1
rumah-tangga,psikis,2,1,remaja,keluarga/saudara,2
rumah-tangga,psikis,1,1,anak-anak,tetangga,2
lainnya,seksual,2,2,dewasa,lainnya,3
lainnya,penelantaran,1,1,remaja,keluarga/saudara,2
rumah-tangga,psikis,1,1,dewasa,majikan,1
rumah-tangga,psikis,1,1,remaja,orang-tua,1
rumah-tangga,seksual,1,1,balita,keluarga/saudara,3
rumah-tangga,fisik,1,1,balita,keluarga/saudara,3
fasilitas-umum,psikis,1,1,dewasa,pacar/teman,1
rumah-tangga,lainnya,1,1,remaja,tetangga,1
rumah-tangga,seksual,1,1,dewasa,suami/istri,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,2
lainnya,penelantaran,2,1,remaja,orang-tua,3
lainnya,penelantaran,1,1,anak-anak,orang-tua,2
lainnya,lainnya,1,1,dewasa,tetangga,1
fasilitas-umum,lainnya,1,1,dewasa,keluarga/saudara,2
rumah-tangga,fisik,1,1,remaja,orang-tua,3
lainnya,lainnya,1,1,remaja,pacar/teman,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,2
rumah-tangga,psikis,1,1,dewasa,keluarga/saudara,1
rumah-tangga,lainnya,1,1,remaja,keluarga/saudara,1
rumah-tangga,fisik,1,1,remaja,tetangga,3
rumah-tangga,psikis,1,1,dewasa,majikan,1
lainnya,seksual,1,1,remaja,pacar/teman,3
lainnya,lainnya,1,1,remaja,lainnya,1
lainnya,penelantaran,1,1,remaja,orang-tua,2
fasilitas-umum,fisik,1,1,remaja,lainnya,2
rumah-tangga,fisik,1,1,anak-anak,keluarga/saudara,3
fasilitas-umum,lainnya,1,1,anak-anak,keluarga/saudara,2
rumah-tangga,fisik,1,1,dewasa,orang-tua,2
rumah-tangga,psikis,1,1,balita,keluarga/saudara,2
lainnya,psikis,1,1,lansia,keluarga/saudara,2
rumah-tangga,penelantaran,1,1,remaja,lainnya,2
rumah-tangga,lainnya,1,2,anak-anak,orang-tua,1
lainnya,seksual,1,1,remaja,pacar/teman,3
rumah-tangga,seksual,1,1,remaja,orang-tua,3
fasilitas-umum,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,lainnya,1,1,remaja,keluarga/saudara,1
rumah-tangga,psikis,1,1,dewasa,suami/istri,1
rumah-tangga,psikis,1,1,lansia,keluarga/saudara,1
fasilitas-umum,fisik,1,1,dewasa,pacar/teman,2
fasilitas-umum,fisik,1,1,remaja,orang-tua,3
rumah-tangga,lainnya,1,1,anak-anak,orang-tua,2
rumah-tangga,seksual,1,1,dewasa,majikan,3
lainnya,psikis,1,1,remaja,lainnya,2
lainnya,traficking,2,1,remaja,lainnya,3
lainnya,seksual,1,1,anak-anak,lainnya,3
rumah-tangga,fisik,1,1,anak-anak,orang-tua,3
fasilitas-umum,lainnya,1,1,dewasa,pacar/teman,2
rumah-tangga,penelantaran,1,1,balita,keluarga/saudara,3
rumah-tangga,seksual,1,1,dewasa,pacar/teman,3
rumah-tangga,seksual,1,1,anak-anak,keluarga/saudara,3
sekolah,seksual,1,1,dewasa,rekan-kerja,3
rumah-tangga,seksual,1,1,dewasa,pacar/teman,3
tempat-kerja,seksual,1,1,dewasa,lainnya,3
fasilitas-umum,fisik,1,1,dewasa,lainnya,1
fasilitas-umum,fisik,1,1,anak-anak,lainnya,2
lainnya,lainnya,1,1,anak-anak,tetangga,2
fasilitas-umum,lainnya,1,1,dewasa,suami/istri,2
rumah-tangga,fisik,1,1,dewasa,suami/istri,3
rumah-tangga,psikis,1,1,balita,orang-tua,2
rumah-tangga,seksual,1,1,anak-anak,orang-tua,3
rumah-tangga,psikis,1,1,dewasa,majikan,1
lainnya,psikis,1,1,remaja,lainnya,2
lainnya,lainnya,1,1,lansia,lainnya,1
lainnya,seksual,2,1,anak-anak,lainnya,3
rumah-tangga,psikis,1,1,dewasa,majikan,1
rumah-tangga,psikis,1,1,dewasa,majikan,1
rumah-tangga,fisik,1,1,anak-anak,orang-tua,3
lainnya,fisik,2,1,anak-anak,lainnya,3
rumah-tangga,psikis,1,1,remaja,orang-tua,1
fasilitas-umum,fisik,1,1,dewasa,keluarga/saudara,2
rumah-tangga,fisik,1,1,remaja,tetangga,3
rumah-tangga,psikis,1,1,dewasa,majikan,1
lainnya,lainnya,1,1,remaja,orang-tua,1
lainnya,traficking,1,1,anak-anak,lainnya,2
fasilitas-umum,fisik,1,1,dewasa,suami/istri,3
rumah-tangga,seksual,1,1,dewasa,suami/istri,1
rumah-tangga,psikis,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,remaja,pacar/teman,3
rumah-tangga,psikis,1,1,dewasa,orang-tua,1
lainnya,fisik,1,1,remaja,pacar/teman,2
lainnya,lainnya,1,1,dewasa,keluarga/saudara,1
fasilitas-umum,psikis,1,1,remaja,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,3
rumah-tangga,fisik,1,1,dewasa,suami/istri,3
fasilitas-umum,psikis,1,1,remaja,lainnya,1
rumah-tangga,psikis,2,1,dewasa,lainnya,2
lainnya,fisik,2,1,lansia,keluarga/saudara,3
rumah-tangga,lainnya,1,1,remaja,pacar/teman,1
rumah-tangga,psikis,1,1,balita,orang-tua,2
lainnya,lainnya,1,1,remaja,keluarga/saudara,1
lainnya,psikis,1,1,dewasa,lainnya,2
rumah-tangga,seksual,1,1,remaja,orang-tua,3
rumah-tangga,fisik,1,1,dewasa,suami/istri,3
lainnya,psikis,1,1,remaja,pacar/teman,2
rumah-tangga,psikis,1,1,dewasa,keluarga/saudara,1
lainnya,traficking,1,1,anak-anak,lainnya,2
lainnya,penelantaran,1,1,anak-anak,orang-tua,2
lainnya,lainnya,1,2,dewasa,pacar/teman,2
tempat-kerja,psikis,1,1,dewasa,rekan-kerja,1
rumah-tangga,psikis,1,1,anak-anak,orang-tua,2
rumah-tangga,seksual,1,1,balita,keluarga/saudara,3
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,2
lainnya,seksual,1,1,dewasa,pacar/teman,3
rumah-tangga,psikis,2,2,remaja,orang-tua,3
rumah-tangga,fisik,2,1,dewasa,suami/istri,3
rumah-tangga,seksual,1,1,dewasa,majikan,3
rumah-tangga,psikis,1,1,dewasa,keluarga/saudara,1
tempat-kerja,psikis,1,1,dewasa,rekan-kerja,1
lainnya,penelantaran,1,1,anak-anak,orang-tua,2
fasilitas-umum,psikis,1,2,dewasa,lainnya,1
rumah-tangga,psikis,1,1,dewasa,suami/istri,1
lainnya,seksual,1,1,dewasa,lainnya,3
rumah-tangga,fisik,1,1,anak-anak,orang-tua,3
lainnya,fisik,1,1,dewasa,tetangga,2
rumah-tangga,psikis,1,1,remaja,keluarga/saudara,1
rumah-tangga,psikis,1,1,remaja,orang-tua,1
lainnya,psikis,1,1,dewasa,lainnya,2
lainnya,psikis,1,1,dewasa,lainnya,2
rumah-tangga,psikis,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,anak-anak,keluarga/saudara,3
lainnya,psikis,1,1,remaja,pacar/teman,2
lainnya,traficking,1,1,remaja,lainnya,2
rumah-tangga,psikis,1,3,remaja,keluarga/saudara,1
rumah-tangga,seksual,1,1,remaja,tetangga,3
lainnya,fisik,1,1,dewasa,pacar/teman,2
rumah-tangga,seksual,1,1,remaja,pacar/teman,3
rumah-tangga,lainnya,1,1,remaja,orang-tua,1
lainnya,psikis,1,1,lansia,lainnya,2
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,2
lainnya,psikis,1,1,dewasa,pacar/teman,2
rumah-tangga,seksual,1,1,dewasa,majikan,3
fasilitas-umum,seksual,1,1,dewasa,tetangga,2
fasilitas-umum,fisik,1,1,dewasa,lainnya,1
lainnya,penelantaran,1,1,dewasa,keluarga/saudara,2
rumah-tangga,seksual,1,1,dewasa,suami/istri,1
rumah-tangga,psikis,1,1,balita,orang-tua,2
rumah-tangga,psikis,1,1,balita,keluarga/saudara,2
rumah-tangga,seksual,1,1,dewasa,pacar/teman,3
rumah-tangga,fisik,1,1,dewasa,suami/istri,3
rumah-tangga,psikis,1,1,dewasa,suami/istri,1
rumah-tangga,psikis,1,1,dewasa,suami/istri,1
rumah-tangga,fisik,1,1,remaja,orang-tua,3
rumah-tangga,lainnya,1,1,remaja,keluarga/saudara,1
rumah-tangga,seksual,1,1,anak-anak,lainnya,3
rumah-tangga,fisik,1,1,remaja,orang-tua,3
rumah-tangga,fisik,1,1,dewasa,suami/istri,3
lainnya,psikis,1,1,remaja,pacar/teman,2
fasilitas-umum,fisik,1,1,remaja,lainnya,2
lainnya,penelantaran,1,1,anak-anak,orang-tua,2
lainnya,lainnya,1,2,balita,orang-tua,3
rumah-tangga,fisik,1,1,anak-anak,tetangga,3
rumah-tangga,seksual,1,1,anak-anak,keluarga/saudara,3
rumah-tangga,psikis,1,1,dewasa,suami/istri,1
lainnya,seksual,1,1,remaja,lainnya,3
fasilitas-umum,seksual,1,1,dewasa,pacar/teman,2
lainnya,lainnya,1,1,remaja,tetangga,1
rumah-tangga,psikis,1,2,remaja,lainnya,1
fasilitas-umum,psikis,1,2,dewasa,pacar/teman,1
rumah-tangga,psikis,1,1,anak-anak,orang-tua,2
rumah-tangga,seksual,1,1,balita,orang-tua,3
rumah-tangga,seksual,1,1,dewasa,lainnya,3
rumah-tangga,seksual,1,1,remaja,pacar/teman,3
fasilitas-umum,seksual,1,1,dewasa,pacar/teman,2
rumah-tangga,fisik,1,1,dewasa,pacar/teman,3
lainnya,psikis,1,1,lansia,keluarga/saudara,2
rumah-tangga,psikis,1,1,balita,keluarga/saudara,2
rumah-tangga,lainnya,1,1,remaja,pacar/teman,1
rumah-tangga,fisik,1,1,dewasa,suami/istri,3
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,3
rumah-tangga,fisik,1,1,balita,keluarga/saudara,3
rumah-tangga,psikis,1,1,dewasa,suami/istri,1
rumah-tangga,psikis,1,1,remaja,keluarga/saudara,1
rumah-tangga,psikis,1,1,dewasa,suami/istri,1
rumah-tangga,seksual,1,1,dewasa,orang-tua,2
lainnya,psikis,1,1,lansia,lainnya,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,3
rumah-tangga,psikis,1,1,dewasa,orang-tua,1
lainnya,fisik,1,1,anak-anak,tetangga,2
rumah-tangga,psikis,1,1,remaja,keluarga/saudara,1
lainnya,penelantaran,1,1,remaja,orang-tua,2
rumah-tangga,fisik,1,1,dewasa,pacar/teman,3
rumah-tangga,lainnya,1,1,dewasa,suami/istri,1
rumah-tangga,psikis,1,1,remaja,keluarga/saudara,1
rumah-tangga,lainnya,1,1,dewasa,orang-tua,1
rumah-tangga,psikis,1,1,dewasa,pacar/teman,1
rumah-tangga,psikis,1,1,remaja,keluarga/saudara,1
fasilitas-umum,psikis,1,1,remaja,lainnya,1
lainnya,seksual,1,1,remaja,lainnya,3
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,2
lainnya,psikis,1,1,remaja,lainnya,2
lainnya,psikis,1,1,remaja,lainnya,2
lainnya,traficking,1,1,dewasa,pacar/teman,2
lainnya,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,2
lainnya,psikis,1,1,lansia,lainnya,2
rumah-tangga,fisik,1,1,dewasa,pacar/teman,3
rumah-tangga,seksual,1,1,remaja,orang-tua,3
fasilitas-umum,seksual,1,1,dewasa,lainnya,2
lainnya,seksual,1,1,dewasa,keluarga/saudara,3
rumah-tangga,seksual,1,1,dewasa,orang-tua,2
rumah-tangga,fisik,1,1,dewasa,orang-tua,2
rumah-tangga,seksual,1,1,dewasa,orang-tua,2
rumah-tangga,psikis,1,1,dewasa,suami/istri,1
rumah-tangga,fisik,1,1,balita,orang-tua,3
lainnya,fisik,1,1,dewasa,tetangga,2
rumah-tangga,fisik,1,1,remaja,lainnya,3
rumah-tangga,eksploitasi,1,1,anak-anak,orang-tua,3
fasilitas-umum,fisik,1,1,dewasa,pacar/teman,2
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,2
rumah-tangga,psikis,1,1,remaja,pacar/teman,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,2
rumah-tangga,seksual,1,1,dewasa,suami/istri,1
lainnya,seksual,1,1,dewasa,lainnya,3
lainnya,penelantaran,1,1,dewasa,keluarga/saudara,2
sekolah,fisik,1,2,remaja,guru,1
rumah-tangga,seksual,1,1,dewasa,suami/istri,1
sekolah,seksual,1,1,remaja,pacar/teman,3
rumah-tangga,psikis,1,2,dewasa,pacar/teman,1
lainnya,fisik,1,1,remaja,lainnya,1
fasilitas-umum,lainnya,1,1,balita,lainnya,3
rumah-tangga,seksual,1,1,dewasa,tetangga,2
fasilitas-umum,psikis,1,1,dewasa,lainnya,1
rumah-tangga,lainnya,1,2,remaja,orang-tua,1
rumah-tangga,seksual,1,1,dewasa,suami/istri,1
lainnya,penelantaran,1,1,lansia,suami/istri,2
fasilitas-umum,fisik,1,1,dewasa,suami/istri,3
fasilitas-umum,fisik,1,1,dewasa,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,orang-tua,3
fasilitas-umum,lainnya,1,1,dewasa,lainnya,2
rumah-tangga,fisik,1,1,dewasa,majikan,3
rumah-tangga,fisik,1,1,dewasa,majikan,3
rumah-tangga,penelantaran,1,1,remaja,orang-tua,2
rumah-tangga,psikis,1,1,anak-anak,orang-tua,2
rumah-tangga,seksual,1,1,dewasa,suami/istri,1
rumah-tangga,fisik,1,1,anak-anak,tetangga,3
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,2
rumah-tangga,psikis,1,1,remaja,lainnya,1
rumah-tangga,fisik,1,1,remaja,orang-tua,3
rumah-tangga,psikis,1,1,anak-anak,orang-tua,2
fasilitas-umum,psikis,1,1,dewasa,pacar/teman,1
lainnya,seksual,1,2,remaja,pacar/teman,3
lainnya,psikis,1,1,remaja,lainnya,2
rumah-tangga,fisik,1,1,dewasa,suami/istri,3
rumah-tangga,fisik,1,1,dewasa,suami/istri,3
rumah-tangga,fisik,1,1,balita,orang-tua,3
rumah-tangga,psikis,1,1,dewasa,suami/istri,1
rumah-tangga,fisik,1,1,remaja,lainnya,3
rumah-tangga,lainnya,1,1,dewasa,pacar/teman,1
rumah-tangga,fisik,1,1,dewasa,orang-tua,2
rumah-tangga,seksual,1,1,dewasa,majikan,3
fasilitas-umum,seksual,1,1,dewasa,lainnya,2
rumah-tangga,seksual,1,1,anak-anak,orang-tua,3
rumah-tangga,fisik,1,1,balita,orang-tua,3
lainnya,lainnya,1,1,remaja,pacar/teman,1
rumah-tangga,seksual,1,1,remaja,pacar/teman,3
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,2
rumah-tangga,fisik,1,1,remaja,orang-tua,3
rumah-tangga,lainnya,1,2,remaja,tetangga,1
rumah-tangga,seksual,1,1,remaja,tetangga,3
rumah-tangga,psikis,1,1,remaja,pacar/teman,1
lainnya,seksual,1,1,dewasa,pacar/teman,3
lainnya,psikis,1,1,remaja,lainnya,2
rumah-tangga,psikis,1,1,dewasa,suami/istri,1
lainnya,psikis,1,1,dewasa,lainnya,2
rumah-tangga,psikis,1,1,dewasa,keluarga/saudara,1
fasilitas-umum,psikis,1,1,dewasa,lainnya,1
lainnya,psikis,2,1,remaja,pacar/teman,3
rumah-tangga,psikis,1,1,dewasa,suami/istri,1
rumah-tangga,fisik,1,1,remaja,pacar/teman,3
rumah-tangga,seksual,1,1,dewasa,suami/istri,1
lainnya,fisik,1,1,dewasa,suami/istri,3
rumah-tangga,fisik,1,1,lansia,lainnya,3
rumah-tangga,psikis,1,1,remaja,orang-tua,1
rumah-tangga,psikis,1,1,dewasa,majikan,1
lainnya,psikis,1,1,dewasa,lainnya,2
rumah-tangga,psikis,1,1,balita,orang-tua,2
rumah-tangga,fisik,1,1,dewasa,suami/istri,3
rumah-tangga,fisik,1,1,balita,orang-tua,3
rumah-tangga,psikis,1,1,dewasa,keluarga/saudara,1
fasilitas-umum,fisik,1,1,remaja,lainnya,2
rumah-tangga,lainnya,1,1,anak-anak,tetangga,2
rumah-tangga,fisik,1,1,anak-anak,orang-tua,3
lainnya,seksual,1,1,dewasa,keluarga/saudara,3
lainnya,fisik,1,1,dewasa,lainnya,1
rumah-tangga,seksual,1,1,dewasa,suami/istri,1
rumah-tangga,seksual,1,1,anak-anak,orang-tua,3
lainnya,penelantaran,1,1,lansia,keluarga/saudara,2
fasilitas-umum,psikis,1,1,dewasa,keluarga/saudara,1
rumah-tangga,psikis,1,1,dewasa,keluarga/saudara,1
lainnya,fisik,1,1,dewasa,lainnya,1
fasilitas-umum,fisik,1,1,dewasa,suami/istri,3
sekolah,psikis,1,1,remaja,guru,1
rumah-tangga,fisik,1,1,balita,orang-tua,3
rumah-tangga,psikis,1,1,anak-anak,lainnya,2
rumah-tangga,fisik,1,1,dewasa,suami/istri,3
lainnya,fisik,1,1,remaja,keluarga/saudara,3
fasilitas-umum,lainnya,1,1,dewasa,suami/istri,2
rumah-tangga,seksual,1,1,remaja,orang-tua,3
rumah-tangga,lainnya,1,1,dewasa,pacar/teman,1
rumah-tangga,seksual,1,1,dewasa,suami/istri,1
lainnya,traficking,1,2,remaja,lainnya,3
rumah-tangga,seksual,1,1,balita,orang-tua,3
lainnya,penelantaran,1,2,remaja,orang-tua,3
rumah-tangga,seksual,1,1,remaja,orang-tua,3
lainnya,psikis,1,1,dewasa,lainnya,2
rumah-tangga,seksual,1,1,anak-anak,orang-tua,3
lainnya,psikis,1,1,dewasa,lainnya,2
lainnya,fisik,2,1,remaja,lainnya,3
lainnya,traficking,1,1,remaja,keluarga/saudara,2
rumah-tangga,psikis,1,1,remaja,orang-tua,1
rumah-tangga,lainnya,1,1,remaja,orang-tua,1
rumah-tangga,fisik,1,1,dewasa,suami/istri,3
rumah-tangga,psikis,1,1,anak-anak,keluarga/saudara,2
rumah-tangga,seksual,1,1,dewasa,pacar/teman,3
lainnya,fisik,1,1,dewasa,lainnya,1
tempat-kerja,psikis,1,1,dewasa,rekan-kerja,1
rumah-tangga,lainnya,1,1,remaja,tetangga,1
lainnya,penelantaran,1,1,lansia,keluarga/saudara,2
lainnya,seksual,1,1,remaja,pacar/teman,3
rumah-tangga,fisik,1,1,dewasa,suami/istri,3
rumah-tangga,fisik,1,1,dewasa,suami/istri,3
rumah-tangga,psikis,1,1,remaja,orang-tua,1
rumah-tangga,psikis,1,1,balita,keluarga/saudara,2
rumah-tangga,seksual,1,1,remaja,orang-tua,3
rumah-tangga,penelantaran,1,1,anak-anak,orang-tua,3
fasilitas-umum,fisik,1,1,dewasa,suami/istri,3
rumah-tangga,psikis,1,1,dewasa,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,suami/istri,1
lainnya,lainnya,1,1,remaja,pacar/teman,1
rumah-tangga,seksual,1,1,balita,keluarga/saudara,3
lainnya,penelantaran,1,1,remaja,orang-tua,2
rumah-tangga,psikis,1,1,anak-anak,lainnya,2
rumah-tangga,fisik,1,1,anak-anak,tetangga,3
rumah-tangga,seksual,1,1,dewasa,pacar/teman,3
rumah-tangga,seksual,1,1,dewasa,majikan,3
rumah-tangga,psikis,1,1,dewasa,suami/istri,1
fasilitas-umum,seksual,1,1,dewasa,lainnya,2
fasilitas-umum,lainnya,1,1,remaja,orang-tua,2
lainnya,seksual,1,1,anak-anak,tetangga,3
rumah-tangga,psikis,1,1,dewasa,orang-tua,1
lainnya,fisik,1,1,dewasa,lainnya,1
rumah-tangga,seksual,1,1,dewasa,suami/istri,1
rumah-tangga,psikis,1,1,remaja,orang-tua,1
lainnya,seksual,1,1,remaja,lainnya,3
rumah-tangga,seksual,1,1,remaja,lainnya,3
rumah-tangga,fisik,1,1,anak-anak,tetangga,3
rumah-tangga,fisik,1,1,dewasa,majikan,3
rumah-tangga,psikis,1,1,dewasa,lainnya,1
rumah-tangga,psikis,1,1,balita,orang-tua,2
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,2
rumah-tangga,fisik,1,1,remaja,keluarga/saudara,3
rumah-tangga,seksual,1,1,remaja,keluarga/saudara,3
lainnya,fisik,1,1,dewasa,keluarga/saudara,2
fasilitas-umum,psikis,1,1,remaja,pacar/teman,2
rumah-tangga,psikis,1,1,dewasa,majikan,1
rumah-tangga,fisik,1,1,anak-anak,orang-tua,3
fasilitas-umum,psikis,1,1,dewasa,pacar/teman,1
rumah-tangga,lainnya,1,1,dewasa,suami/istri,1
rumah-tangga,seksual,1,1,dewasa,suami/istri,1
rumah-tangga,seksual,1,1,remaja,pacar/teman,3
rumah-tangga,psikis,1,1,remaja,lainnya,1
rumah-tangga,psikis,1,1,dewasa,majikan,1
fasilitas-umum,penelantaran,1,1,balita,orang-tua,3
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,2
rumah-tangga,seksual,1,1,dewasa,suami/istri,1
rumah-tangga,psikis,1,1,dewasa,majikan,1
lainnya,penelantaran,1,1,dewasa,suami/istri,2
rumah-tangga,fisik,1,1,remaja,orang-tua,3
rumah-tangga,seksual,1,1,dewasa,majikan,3
fasilitas-umum,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,orang-tua,3
rumah-tangga,penelantaran,1,1,remaja,orang-tua,2
sekolah,fisik,1,1,remaja,pacar/teman,2
lainnya,fisik,1,1,anak-anak,lainnya,2
rumah-tangga,psikis,1,1,anak-anak,orang-tua,2
rumah-tangga,psikis,1,1,remaja,pacar/teman,1
rumah-tangga,psikis,1,1,dewasa,keluarga/saudara,1
lainnya,penelantaran,1,1,balita,keluarga/saudara,2
rumah-tangga,lainnya,1,1,anak-anak,keluarga/saudara,2
rumah-tangga,fisik,1,1,remaja,lainnya,3
rumah-tangga,fisik,1,1,remaja,orang-tua,3
lainnya,penelantaran,1,1,anak-anak,keluarga/saudara,2
rumah-tangga,seksual,1,1,dewasa,suami/istri,1
lainnya,traficking,1,1,remaja,lainnya,2
fasilitas-umum,seksual,1,1,dewasa,lainnya,2
rumah-tangga,fisik,1,1,remaja,lainnya,3
lainnya,seksual,3,1,dewasa,pacar/teman,3
rumah-tangga,psikis,1,1,remaja,orang-tua,1
rumah-tangga,psikis,1,1,dewasa,tetangga,1
rumah-tangga,fisik,1,1,remaja,keluarga/saudara,3
fasilitas-umum,lainnya,1,1,lansia,lainnya,2
rumah-tangga,seksual,1,1,anak-anak,orang-tua,3
fasilitas-umum,fisik,1,1,remaja,keluarga/saudara,3
rumah-tangga,seksual,1,1,dewasa,suami/istri,1
fasilitas-umum,lainnya,1,1,remaja,pacar/teman,2
rumah-tangga,psikis,1,1,balita,keluarga/saudara,2
lainnya,psikis,1,1,dewasa,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,orang-tua,3
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,2
rumah-tangga,psikis,1,1,anak-anak,orang-tua,2
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,2
rumah-tangga,psikis,1,1,dewasa,suami/istri,1
sekolah,seksual,1,1,anak-anak,guru,3
rumah-tangga,psikis,1,1,remaja,orang-tua,1
lainnya,traficking,1,1,anak-anak,keluarga/saudara,2
rumah-tangga,psikis,1,1,remaja,keluarga/saudara,1
rumah-tangga,seksual,1,1,dewasa,pacar/teman,3
rumah-tangga,seksual,1,1,balita,lainnya,3
lainnya,psikis,1,1,dewasa,pacar/teman,2
fasilitas-umum,penelantaran,2,1,remaja,orang-tua,2
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,2
rumah-tangga,psikis,1,1,dewasa,pacar/teman,1
rumah-tangga,seksual,1,1,dewasa,keluarga/saudara,2
fasilitas-umum,lainnya,1,1,anak-anak,pacar/teman,2
rumah-tangga,psikis,1,1,remaja,tetangga,1
lainnya,lainnya,1,1,remaja,lainnya,1
rumah-tangga,seksual,1,1,dewasa,suami/istri,1
rumah-tangga,seksual,1,1,dewasa,suami/istri,1
fasilitas-umum,lainnya,1,1,dewasa,suami/istri,2
lainnya,penelantaran,1,1,remaja,orang-tua,2
rumah-tangga,seksual,1,1,remaja,lainnya,3
fasilitas-umum,psikis,1,1,dewasa,pacar/teman,1
rumah-tangga,psikis,1,1,dewasa,majikan,1
lainnya,fisik,1,1,remaja,tetangga,2
rumah-tangga,psikis,1,1,anak-anak,keluarga/saudara,2
lainnya,fisik,1,1,remaja,tetangga,2
fasilitas-umum,penelantaran,1,1,anak-anak,orang-tua,3
rumah-tangga,seksual,1,1,anak-anak,keluarga/saudara,3
sekolah,seksual,1,1,remaja,guru,3
rumah-tangga,psikis,1,1,remaja,tetangga,1
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,2
lainnya,psikis,1,1,dewasa,pacar/teman,2
rumah-tangga,fisik,1,1,dewasa,pacar/teman,3
rumah-tangga,seksual,1,1,dewasa,suami/istri,1
rumah-tangga,psikis,1,2,remaja,pacar/teman,1
rumah-tangga,psikis,1,1,anak-anak,keluarga/saudara,2
sekolah,seksual,1,1,remaja,pacar/teman,3
rumah-tangga,psikis,1,1,dewasa,majikan,1
lainnya,penelantaran,1,1,anak-anak,orang-tua,2
rumah-tangga,fisik,1,1,dewasa,suami/istri,3
rumah-tangga,seksual,1,1,remaja,pacar/teman,3
rumah-tangga,seksual,1,1,dewasa,suami/istri,1
rumah-tangga,fisik,1,1,remaja,pacar/teman,3
lainnya,psikis,1,1,remaja,lainnya,2
rumah-tangga,fisik,1,1,dewasa,majikan,3
